Rank,Game Title,Year,Genre
0.7843651626442812,Metroid Prime,2002.0,Shooter
0.7838405036726128,Finding Nemo,2003.0,Action
0.7833158447009444,WWE SmackDown! Here Comes the Pain,2003.0,Fighting
0.782791185729276,The Elder Scrolls V: Skyrim,2011.0,Role-Playing
0.7822665267576075,Imagine: Fashion Designer,2007.0,Simulation
0.7817418677859391,Hot Shots Golf,1997.0,Sports
0.7812172088142707,A Bug's Life,1998.0,Platform
0.7806925498426023,WWF SmackDown! Just Bring It,2001.0,Fighting
0.780167890870934,Mortal Kombat Trilogy,1996.0,Fighting
0.7796432318992655,The Elder Scrolls IV: Oblivion,2007.0,Role-Playing
0.7791185729275971,NBA Street,2001.0,Sports
0.7785939139559287,Madden NFL 10,2009.0,Sports
0.7780692549842603,Jak II,2003.0,Platform
0.7775445960125918,Ratchet & Clank: Going Commando,2003.0,Platform
0.7770199370409234,The Sims,2003.0,Simulation
0.776495278069255,Battlefield: Bad Company 2,2010.0,Shooter
0.7759706190975866,Mass Effect,2007.0,Role-Playing
0.7754459601259182,Mario Paint,1992.0,Misc
0.7749213011542497,Saints Row 2,2008.0,Action
0.7743966421825813,Pokémon Stadium 2,2000.0,Strategy
0.7733473242392445,L.A. Noire,2011.0,Adventure
0.7728226652675761,Age of Empires II: The Age of Kings,1999.0,Strategy
0.7717733473242393,The Legend of Zelda: A Link to the Past,2002.0,Adventure
0.7712486883525709,Onimusha: Warlords,2001.0,Action
0.7707240293809025,Mario Party,1998.0,Misc
0.770199370409234,Mass Effect 3,2012.0,Role-Playing
0.7696747114375656,LEGO Star Wars II: The Original Trilogy,2006.0,Action
0.7691500524658972,Yoshi's Island DS,2006.0,Platform
0.7686253934942288,Burnout 3: Takedown,2004.0,Racing
0.7681007345225603,Mortal Kombat,1992.0,Fighting
0.7675760755508919,Call Of Duty 2: Big Red One,2005.0,Shooter
0.7670514165792235,Medal of Honor,1998.0,Shooter
0.7665267576075551,Fable,2004.0,Role-Playing
0.7660020986358866,Tom Clancy's Splinter Cell,2003.0,Action
0.7649527806925499,Star Wars: Shadows of the Empire,1996.0,Action
0.7644281217208815,Hannah Montana,2006.0,Action
0.7639034627492131,Madden NFL 11,2010.0,Sports
0.7633788037775446,Midnight Club: Street Racing,2000.0,Racing
0.7628541448058762,ESPN NFL 2K5,2004.0,Sports
0.7623294858342078,Madden NFL 12,2011.0,Sports
0.7618048268625394,Call of Duty 3,2006.0,Shooter
0.7612801678908709,Harry Potter and the Chamber of Secrets,2002.0,Adventure
0.7607555089192025,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,Puzzle
0.7602308499475341,Medal of Honor,2010.0,Shooter
0.7597061909758657,Streets of Rage,1990.0,Action
0.7591815320041972,NBA Live 2005,2004.0,Sports
0.7586568730325289,inFAMOUS,2009.0,Action
0.7581322140608605,BioShock,2007.0,Shooter
0.7576075550891921,Sonic and the Secret Rings,2007.0,Platform
0.7570828961175237,WWE SmackDown vs. RAW 2007,2006.0,Fighting
0.7565582371458552,Ratchet & Clank: Up Your Arsenal,2004.0,Platform
0.7560335781741868,Medal of Honor Heroes,2006.0,Shooter
0.7555089192025184,Tekken: Dark Resurrection,2006.0,Fighting
0.75498426023085,Madden NFL 08,2007.0,Sports
0.7544596012591815,FIFA Soccer 10,2009.0,Sports
0.7539349422875131,Star Wars: The Old Republic,2011.0,Role-Playing
0.7534102833158447,Sonic Adventure 2 Battle,2001.0,Platform
